Image,cmax_in_file,Ligand,SA,KD,l
QN#hg#MR2s5#L#dpog#7322#02,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#03,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#04,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#05,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#06,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#07,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#08,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#09,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#10,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#11,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#12,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#13,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#14,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#15,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#16,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#17,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#18,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#19,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7322#20,QN7322.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#21,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#22,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#23,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#24,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#25,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#26,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#27,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#28,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#dpog#7323#29,QN7323.grt,dpog,120,0.5,1
QN#hg#MR2s5#L#epib#7316#01,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#02,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#03,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#04,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#05,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#06,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#07,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#08,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#09,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#10,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#11,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#12,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#13,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#14,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#15,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#16,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#17,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#18,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#19,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7316#20,QN7316.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#21,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#22,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#23,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#24,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#25,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#26,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#27,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#28,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#epib#7317#29,QN7317.grt,epib,55.5,0.07,0.51
QN#hg#MR2s5#L#flum#7328#01,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#02,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#03,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#04,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#05,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#06,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#07,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#08,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#09,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#10,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#11,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#12,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#13,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#14,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#15,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#16,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#17,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#18,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#19,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7328#20,QN7328.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#21,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#22,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#23,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#24,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#25,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#26,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#27,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#28,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#flum#7329#29,QN7329.grt,flum,87,2,1.18
QN#hg#MR2s5#L#kain#7294#01,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#02,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#03,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#04,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#05,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#06,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#07,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#08,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#09,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#10,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#11,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#12,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#13,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#14,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#15,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#16,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#17,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#18,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#19,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7294#20,QN7294.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#21,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#22,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#23,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#24,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#25,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#26,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#27,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#28,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#kain#7295#29,QN7295.grt,kain,47,12,10.45
QN#hg#MR2s5#L#keta#7306#01,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#02,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#03,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#04,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#05,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#06,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#07,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#08,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#09,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#10,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#11,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#12,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#13,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#14,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#15,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#16,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#17,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#18,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#19,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7306#20,QN7306.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#21,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#22,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#23,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#24,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#25,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#26,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#27,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#28,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#keta#7307#29,QN7307.grt,keta,67,0.5,1.16
QN#hg#MR2s5#L#ly34#7334#01,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#02,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#03,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#04,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#05,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#06,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#07,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#08,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#09,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#10,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#11,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#12,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#13,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#14,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#15,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#16,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#17,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#18,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#19,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7334#20,QN7334.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#21,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#22,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#23,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#24,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#25,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#26,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#27,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#28,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#ly34#7335#29,QN7335.grt,ly34,28.28,4,1.24
QN#hg#MR2s5#L#mk80#7296#01,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#02,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#03,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#04,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#05,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#06,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#07,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#08,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#09,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#10,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#11,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#12,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#13,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#14,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#15,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#16,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#17,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#18,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#19,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7296#20,QN7296.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#21,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#22,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#23,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#24,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#25,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#26,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#27,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#28,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#mk80#7297#29,QN7297.grt,mk80,22,5,3.37
QN#hg#MR2s5#L#musc#6393#01,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#02,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#03,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#04,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#05,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#06,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#07,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#08,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#09,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#10,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#11,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6393#12,QN6393.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6394#13,QN6394.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6394#14,QN6394.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6394#15,QN6394.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6394#16,QN6394.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6394#17,QN6394.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6394#18,QN6394.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6394#19,QN6394.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6395#20,QN6395.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6395#21,QN6395.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6395#22,QN6395.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6395#23,QN6395.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6395#24,QN6395.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6396#25,QN6396.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6396#26,QN6396.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6396#27,QN6396.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#musc#6396#28,QN6396.grt,musc,36.6,6,7.35
QN#hg#MR2s5#L#oxot#7302#01,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#02,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#03,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#04,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#05,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#06,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#07,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#08,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#09,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#10,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#11,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#12,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#13,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#14,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#15,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#16,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#17,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#18,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#19,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7302#20,QN7302.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#21,QN7303.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#22,QN7303.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#23,QN7303.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#24,QN7303.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#25,QN7303.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#26,QN7303.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#27,QN7303.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#28,QN7303.grt,oxot,75.8,0.8,1.73
QN#hg#MR2s5#L#oxot#7303#29,QN7303.grt,oxot,75.8,0.8,1.73
QN#HG#MR2S5#L#pire#9559#01,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#02,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#03,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#04,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#05,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#06,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#07,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#08,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#09,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#10,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#11,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#12,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#13,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#14,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9559#UB,QN9559.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#15,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#16,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#17,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#18,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#19,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#20,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#21,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#22,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9560#UB,QN9560.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9561#23,QN9561.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9561#24,QN9561.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9561#25,QN9561.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9561#26,QN9561.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9561#27,QN9561.grt,pire,83.4,3,8.17
QN#HG#MR2S5#L#pire#9561#28,QN9561.grt,pire,83.4,3,8.17
QN#hg#MR2s5#L#praz#7308#01,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#02,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#03,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#04,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#05,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#06,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#07,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#08,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#09,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#10,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#11,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#12,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#13,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#14,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#15,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#16,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#17,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#18,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#19,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7308#20,QN7308.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#21,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#22,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#23,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#24,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#25,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#26,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#27,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#28,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#praz#7309#29,QN7309.grt,praz,86.8,0.2,0.19
QN#hg#MR2s5#L#rx82#7312#01,QN7312.grt,rx82,49,2.8,1.26
QN#hg#MR2s5#L#rx82#7312#02,QN7312.grt,rx82,49,2.8,1.26
