,fn,slab_order,mri,slab,hemisphere,ligand,sheet,repeat,global_order
602,RD#HG#MR1s3#R#cpmg#5809#13,603,MR1,3,R,cpmg,5809,13,3249
603,RD#HG#MR1s3#R#keta#5781#13,604,MR1,3,R,keta,5781,13,3250
606,RD#HG#MR1S3#R#pire#9520#13,607,MR1,3,R,pire,9520,13,3253
618,RD#HG#MR1s3#R#ampa#5753#14,619,MR1,3,R,ampa,5753,14,3265
619,RD#HG#MR1s3#R#kain#5757#14,620,MR1,3,R,kain,5757,14,3266
620,RD#HG#MR1s3#R#mk80#5761#14,621,MR1,3,R,mk80,5761,14,3267
621,RD#HG#MR1s3#R#musc#5765#14,622,MR1,3,R,musc,5765,14,3268
623,RD#HG#MR1s3#R#flum#5825#14,624,MR1,3,R,flum,5825,14,3270
625,RD#HG#MR1s3#R#oxot#5773#14,626,MR1,3,R,oxot,5773,14,3272
626,RD#HG#MR1S3#R#damp#5829#14,627,MR1,3,R,damp,5829,14,3273
627,RD#HG#MR1s3#R#cgp5#5821#14,628,MR1,3,R,cgp5,5821,14,3274
629,RD#HG#MR1s3#R#epib#5801#14,630,MR1,3,R,epib,5801,14,3276
630,RD#HG#MR1s3#R#praz#5785#14,631,MR1,3,R,praz,5785,14,3277
631,RD#HG#MR1s3#R#uk14#5789#14,632,MR1,3,R,uk14,5789,14,3278
633,RD#HG#MR1s3#R#dpat#5777#14,634,MR1,3,R,dpat,5777,14,3280
634,RD#HG#MR1s3#R#sr95#5841#14,635,MR1,3,R,sr95,5841,14,3281
636,RD#HG#MR1s3#R#sch2#5797#14,637,MR1,3,R,sch2,5797,14,3283
637,RD#HG#MR1s3#R#rx82#5793#14,638,MR1,3,R,rx82,5793,14,3284
638,RD#HG#MR1s3#R#afdx#5833#14,639,MR1,3,R,afdx,5833,14,3285
639,RD#HG#MR1s3#R#dpog#5813#14,640,MR1,3,R,dpog,5813,14,3286
641,RD#HG#MR1S3#R#dpmg#5817#14,642,MR1,3,R,dpmg,5817,14,3288
643,RD#HG#MR1s3#R#ly34#5837#14,644,MR1,3,R,ly34,5837,14,3290
644,RD#HG#MR1s3#R#cpog#5805#14,645,MR1,3,R,cpog,5805,14,3291
645,RD#HG#MR1s3#R#cpmg#5809#14,646,MR1,3,R,cpmg,5809,14,3292
646,RD#HG#MR1s3#R#keta#5781#14,647,MR1,3,R,keta,5781,14,3293
649,RD#HG#MR1S3#R#pire#9521#14,650,MR1,3,R,pire,9521,14,3296
658,RD#HG#MR1s3#R#ampa#5753#15,659,MR1,3,R,ampa,5753,15,3305
659,RD#HG#MR1s3#R#kain#5757#15,660,MR1,3,R,kain,5757,15,3306
660,RD#HG#MR1s3#R#mk80#5761#15,661,MR1,3,R,mk80,5761,15,3307
661,RD#HG#MR1s3#R#musc#5765#15,662,MR1,3,R,musc,5765,15,3308
662,RD#HG#MR1s3#R#cgp5#5821#15,663,MR1,3,R,cgp5,5821,15,3309
671,RD#HG#MR1s3#R#flum#5825#15,672,MR1,3,R,flum,5825,15,3318
674,RD#HG#MR1s3#R#oxot#5773#15,675,MR1,3,R,oxot,5773,15,3321
675,RD#HG#MR1S3#R#damp#5829#15,676,MR1,3,R,damp,5829,15,3322
677,RD#HG#MR1s3#R#epib#5801#15,678,MR1,3,R,epib,5801,15,3324
678,RD#HG#MR1s3#R#praz#5785#15,679,MR1,3,R,praz,5785,15,3325
679,RD#HG#MR1s3#R#uk14#5789#15,680,MR1,3,R,uk14,5789,15,3326
681,RD#HG#MR1s3#R#dpat#5777#15,682,MR1,3,R,dpat,5777,15,3328
682,RD#HG#MR1s3#R#sr95#5841#15,683,MR1,3,R,sr95,5841,15,3329
684,RD#HG#MR1s3#R#sch2#5797#15,685,MR1,3,R,sch2,5797,15,3331
685,RD#HG#MR1s3#R#rx82#5793#15,686,MR1,3,R,rx82,5793,15,3332
686,RD#HG#MR1s3#R#afdx#5833#15,687,MR1,3,R,afdx,5833,15,3333
687,RD#HG#MR1s3#R#dpog#5813#15,688,MR1,3,R,dpog,5813,15,3334
689,RD#HG#MR1S3#R#dpmg#5817#15,690,MR1,3,R,dpmg,5817,15,3336
691,RD#HG#MR1s3#R#ly34#5837#15,692,MR1,3,R,ly34,5837,15,3338
692,RD#HG#MR1s3#R#cpog#5805#15,693,MR1,3,R,cpog,5805,15,3339
693,RD#HG#MR1s3#R#cpmg#5809#15,694,MR1,3,R,cpmg,5809,15,3340
694,RD#HG#MR1s3#R#keta#5781#15,695,MR1,3,R,keta,5781,15,3341
697,RD#HG#MR1S3#R#pire#9521#15,698,MR1,3,R,pire,9521,15,3344
706,RD#HG#MR1s3#R#ampa#5753#16,707,MR1,3,R,ampa,5753,16,3353
707,RD#HG#MR1s3#R#kain#5757#16,708,MR1,3,R,kain,5757,16,3354
708,RD#HG#MR1s3#R#mk80#5761#16,709,MR1,3,R,mk80,5761,16,3355
709,RD#HG#MR1s3#R#musc#5765#16,710,MR1,3,R,musc,5765,16,3356
710,RD#HG#MR1s3#R#cgp5#5821#16,711,MR1,3,R,cgp5,5821,16,3357
711,RD#HG#MR1s3#R#flum#5825#16,712,MR1,3,R,flum,5825,16,3358
714,RD#HG#MR1s3#R#oxot#5773#16,715,MR1,3,R,oxot,5773,16,3361
715,RD#HG#MR1S3#R#damp#5829#16,716,MR1,3,R,damp,5829,16,3362
717,RD#HG#MR1s3#R#epib#5801#16,718,MR1,3,R,epib,5801,16,3364
718,RD#HG#MR1s3#R#praz#5785#16,719,MR1,3,R,praz,5785,16,3365
719,RD#HG#MR1s3#R#uk14#5789#16,720,MR1,3,R,uk14,5789,16,3366
724,RD#HG#MR1s3#R#dpat#5777#16,725,MR1,3,R,dpat,5777,16,3371
725,RD#HG#MR1s3#R#sr95#5841#16,726,MR1,3,R,sr95,5841,16,3372
727,RD#HG#MR1s3#R#sch2#5797#16,728,MR1,3,R,sch2,5797,16,3374
728,RD#HG#MR1s3#R#rx82#5793#16,729,MR1,3,R,rx82,5793,16,3375
729,RD#HG#MR1s3#R#afdx#5833#16,730,MR1,3,R,afdx,5833,16,3376
730,RD#HG#MR1s3#R#dpog#5813#16,731,MR1,3,R,dpog,5813,16,3377
732,RD#HG#MR1S3#R#dpmg#5817#16,733,MR1,3,R,dpmg,5817,16,3379
734,RD#HG#MR1s3#R#ly34#5837#16,735,MR1,3,R,ly34,5837,16,3381
735,RD#HG#MR1s3#R#cpog#5805#16,736,MR1,3,R,cpog,5805,16,3382
737,RD#HG#MR1s3#R#cpmg#5809#16,738,MR1,3,R,cpmg,5809,16,3384
738,RD#HG#MR1s3#R#keta#5781#16,739,MR1,3,R,keta,5781,16,3385
741,RD#HG#MR1S3#R#pire#9521#16,742,MR1,3,R,pire,9521,16,3388
751,RD#HG#MR1s3#R#ampa#5754#17,752,MR1,3,R,ampa,5754,17,3398
753,RD#HG#MR1s3#R#kain#5758#17,754,MR1,3,R,kain,5758,17,3400
754,RD#HG#MR1s3#R#mk80#5762#17,755,MR1,3,R,mk80,5762,17,3401
755,RD#HG#MR1s3#R#musc#5766#17,756,MR1,3,R,musc,5766,17,3402
756,RD#HG#MR1s3#R#cgp5#5822#17,757,MR1,3,R,cgp5,5822,17,3403
760,RD#HG#MR1s3#R#oxot#5774#17,761,MR1,3,R,oxot,5774,17,3407
762,RD#HG#MR1S3#R#damp#5830#17,763,MR1,3,R,damp,5830,17,3409
764,RD#HG#MR1s3#R#epib#5802#17,765,MR1,3,R,epib,5802,17,3411
765,RD#HG#MR1s3#R#praz#5786#17,766,MR1,3,R,praz,5786,17,3412
766,RD#HG#MR1s3#R#uk14#5790#17,767,MR1,3,R,uk14,5790,17,3413
770,RD#HG#MR1s3#R#dpat#5778#17,771,MR1,3,R,dpat,5778,17,3417
771,RD#HG#MR1s3#R#sr95#5842#17,772,MR1,3,R,sr95,5842,17,3418
773,RD#HG#MR1s3#R#sch2#5798#17,774,MR1,3,R,sch2,5798,17,3420
774,RD#HG#MR1s3#R#rx82#5794#17,775,MR1,3,R,rx82,5794,17,3421
778,RD#HG#MR1s3#R#afdx#5834#17,779,MR1,3,R,afdx,5834,17,3425
781,RD#HG#MR1s3#R#dpog#5814#17,782,MR1,3,R,dpog,5814,17,3428
783,RD#HG#MR1S3#R#dpmg#5818#17,784,MR1,3,R,dpmg,5818,17,3430
785,RD#HG#MR1s3#R#ly34#5838#17,786,MR1,3,R,ly34,5838,17,3432
786,RD#HG#MR1s3#R#cpog#5806#17,787,MR1,3,R,cpog,5806,17,3433
787,RD#HG#MR1s3#R#cpmg#5810#17,788,MR1,3,R,cpmg,5810,17,3434
788,RD#HG#MR1s3#R#keta#5782#17,789,MR1,3,R,keta,5782,17,3435
791,RD#HG#MR1S3#R#pire#9522#17,792,MR1,3,R,pire,9522,17,3438
800,RD#HG#MR1s3#R#ampa#5754#18,801,MR1,3,R,ampa,5754,18,3447
801,RD#HG#MR1s3#R#kain#5758#18,802,MR1,3,R,kain,5758,18,3448
802,RD#HG#MR1s3#R#mk80#5762#18,803,MR1,3,R,mk80,5762,18,3449
803,RD#HG#MR1s3#R#musc#5766#18,804,MR1,3,R,musc,5766,18,3450
804,RD#HG#MR1s3#R#cgp5#5822#18,805,MR1,3,R,cgp5,5822,18,3451
810,RD#HG#MR1s3#R#oxot#5774#18,811,MR1,3,R,oxot,5774,18,3457
811,RD#HG#MR1S3#R#damp#5830#18,812,MR1,3,R,damp,5830,18,3458
813,RD#HG#MR1s3#R#epib#5802#18,814,MR1,3,R,epib,5802,18,3460
814,RD#HG#MR1s3#R#praz#5786#18,815,MR1,3,R,praz,5786,18,3461
816,RD#HG#MR1s3#R#uk14#5790#18,817,MR1,3,R,uk14,5790,18,3463
818,RD#HG#MR1s3#R#dpat#5778#18,819,MR1,3,R,dpat,5778,18,3465
819,RD#HG#MR1s3#R#sr95#5842#18,820,MR1,3,R,sr95,5842,18,3466
822,RD#HG#MR1s3#R#sch2#5798#18,823,MR1,3,R,sch2,5798,18,3469
823,RD#HG#MR1s3#R#rx82#5794#18,824,MR1,3,R,rx82,5794,18,3470
824,RD#HG#MR1s3#R#afdx#5834#18,825,MR1,3,R,afdx,5834,18,3471
828,RD#HG#MR1s3#R#dpog#5814#18,829,MR1,3,R,dpog,5814,18,3475
830,RD#HG#MR1S3#R#dpmg#5818#18,831,MR1,3,R,dpmg,5818,18,3477
832,RD#HG#MR1s3#R#ly34#5838#18,833,MR1,3,R,ly34,5838,18,3479
833,RD#HG#MR1s3#R#cpog#5806#18,834,MR1,3,R,cpog,5806,18,3480
834,RD#HG#MR1s3#R#cpmg#5810#18,835,MR1,3,R,cpmg,5810,18,3481
839,RD#HG#MR1s3#R#keta#5782#18,840,MR1,3,R,keta,5782,18,3486
842,RD#HG#MR1S3#R#pire#9522#18,843,MR1,3,R,pire,9522,18,3489
852,RD#HG#MR1s3#R#ampa#5754#19,853,MR1,3,R,ampa,5754,19,3499
853,RD#HG#MR1s3#R#kain#5758#19,854,MR1,3,R,kain,5758,19,3500
854,RD#HG#MR1s3#R#mk80#5762#19,855,MR1,3,R,mk80,5762,19,3501
855,RD#HG#MR1s3#R#musc#5766#19,856,MR1,3,R,musc,5766,19,3502
856,RD#HG#MR1s3#R#cgp5#5822#19,857,MR1,3,R,cgp5,5822,19,3503
863,RD#HG#MR1s3#R#oxot#5774#19,864,MR1,3,R,oxot,5774,19,3510
864,RD#HG#MR1S3#R#damp#5830#19,865,MR1,3,R,damp,5830,19,3511
865,RD#HG#MR1s3#R#epib#5802#19,866,MR1,3,R,epib,5802,19,3512
868,RD#HG#MR1s3#R#praz#5786#19,869,MR1,3,R,praz,5786,19,3515
873,RD#HG#MR1s3#R#uk14#5790#19,874,MR1,3,R,uk14,5790,19,3520
878,RD#HG#MR1s3#R#dpat#5778#19,879,MR1,3,R,dpat,5778,19,3525
879,RD#HG#MR1s3#R#sr95#5842#19,880,MR1,3,R,sr95,5842,19,3526
881,RD#HG#MR1s3#R#sch2#5798#19,882,MR1,3,R,sch2,5798,19,3528
882,RD#HG#MR1s3#R#rx82#5794#19,883,MR1,3,R,rx82,5794,19,3529
883,RD#HG#MR1s3#R#afdx#5834#19,884,MR1,3,R,afdx,5834,19,3530
884,RD#HG#MR1s3#R#dpog#5814#19,885,MR1,3,R,dpog,5814,19,3531
886,RD#HG#MR1S3#R#dpmg#5818#19,887,MR1,3,R,dpmg,5818,19,3533
889,RD#HG#MR1s3#R#ly34#5838#19,890,MR1,3,R,ly34,5838,19,3536
891,RD#HG#MR1s3#R#cpog#5806#19,892,MR1,3,R,cpog,5806,19,3538
892,RD#HG#MR1s3#R#cpmg#5810#19,893,MR1,3,R,cpmg,5810,19,3539
895,RD#HG#MR1s3#R#keta#5782#19,896,MR1,3,R,keta,5782,19,3542
900,RD#HG#MR1S3#R#pire#9522#19,901,MR1,3,R,pire,9522,19,3547
911,RD#HG#MR1s3#R#ampa#5754#20,912,MR1,3,R,ampa,5754,20,3558
912,RD#HG#MR1s3#R#kain#5758#20,913,MR1,3,R,kain,5758,20,3559
914,RD#HG#MR1s3#R#mk80#5762#20,915,MR1,3,R,mk80,5762,20,3561
918,RD#HG#MR1s3#R#musc#5766#20,919,MR1,3,R,musc,5766,20,3565
920,RD#HG#MR1s3#R#cgp5#5822#20,921,MR1,3,R,cgp5,5822,20,3567
927,RD#HG#MR1s3#R#oxot#5774#20,928,MR1,3,R,oxot,5774,20,3574
929,RD#HG#MR1S3#R#damp#5830#20,930,MR1,3,R,damp,5830,20,3576
930,RD#HG#MR1S3#R#damp#5830#UB,931,MR1,3,R,damp,5830,UB,3577
934,RD#HG#MR1s3#R#epib#5802#20,935,MR1,3,R,epib,5802,20,3581
935,RD#HG#MR1s3#R#praz#5786#20,936,MR1,3,R,praz,5786,20,3582
937,RD#HG#MR1s3#R#uk14#5790#20,938,MR1,3,R,uk14,5790,20,3584
940,RD#HG#MR1s3#R#dpat#5778#20,941,MR1,3,R,dpat,5778,20,3587
942,RD#HG#MR1s3#R#sr95#5842#20,943,MR1,3,R,sr95,5842,20,3589
943,RD#HG#MR1s3#R#sr95#5842#UB,944,MR1,3,R,sr95,5842,UB,3590
945,RD#HG#MR1s3#R#sch2#5798#20,946,MR1,3,R,sch2,5798,20,3592
946,RD#HG#MR1s3#R#sch2#5798#UB,947,MR1,3,R,sch2,5798,UB,3593
947,RD#HG#MR1s3#R#rx82#5794#20,948,MR1,3,R,rx82,5794,20,3594
950,RD#HG#MR1s3#R#afdx#5834#20,951,MR1,3,R,afdx,5834,20,3597
951,RD#HG#MR1s3#R#dpog#5814#20,952,MR1,3,R,dpog,5814,20,3598
954,RD#HG#MR1S3#R#dpmg#5818#20,955,MR1,3,R,dpmg,5818,20,3601
955,RD#HG#MR1S3#R#dpmg#5818#UB,956,MR1,3,R,dpmg,5818,UB,3602
957,RD#HG#MR1s3#R#ly34#5838#20,958,MR1,3,R,ly34,5838,20,3604
960,RD#HG#MR1s3#R#cpog#5806#20,961,MR1,3,R,cpog,5806,20,3607
962,RD#HG#MR1s3#R#cpog#5806#UB,963,MR1,3,R,cpog,5806,UB,3609
963,RD#HG#MR1s3#R#cpmg#5810#20,964,MR1,3,R,cpmg,5810,20,3610
965,RD#HG#MR1s3#R#keta#5782#20,966,MR1,3,R,keta,5782,20,3612
975,RD#HG#MR1S3#R#pire#9522#20,976,MR1,3,R,pire,9522,20,3622
985,RD#HG#MR1S3#R#pire#9522#UB,986,MR1,3,R,pire,9522,UB,3632
1002,RD#HG#MR1s3#R#ampa#5754#21,1003,MR1,3,R,ampa,5754,21,3649
1004,RD#HG#MR1s3#R#kain#5758#21,1005,MR1,3,R,kain,5758,21,3651
1005,RD#HG#MR1s3#R#mk80#5762#21,1006,MR1,3,R,mk80,5762,21,3652
1006,RD#HG#MR1s3#R#musc#5766#21,1007,MR1,3,R,musc,5766,21,3653
1007,RD#HG#MR1s3#R#cgp5#5822#21,1008,MR1,3,R,cgp5,5822,21,3654
1013,RD#HG#MR1s3#R#oxot#5774#21,1014,MR1,3,R,oxot,5774,21,3660
1016,RD#HG#MR1s3#R#epib#5802#21,1017,MR1,3,R,epib,5802,21,3663
1017,RD#HG#MR1s3#R#praz#5786#21,1018,MR1,3,R,praz,5786,21,3664
1018,RD#HG#MR1s3#R#uk14#5790#21,1019,MR1,3,R,uk14,5790,21,3665
1021,RD#HG#MR1s3#R#dpat#5778#21,1022,MR1,3,R,dpat,5778,21,3668
1022,RD#HG#MR1S3#R#sr95#5842#21,1023,MR1,3,R,sr95,5842,21,3669
1026,RD#HG#MR1s3#R#sch2#5798#21,1027,MR1,3,R,sch2,5798,21,3673
1027,RD#HG#MR1s3#R#rx82#5794#21,1028,MR1,3,R,rx82,5794,21,3674
1030,RD#HG#MR1s3#R#afdx#5834#21,1031,MR1,3,R,afdx,5834,21,3677
1032,RD#HG#MR1s3#R#dpog#5814#21,1033,MR1,3,R,dpog,5814,21,3679
1042,RD#HG#MR1S3#R#dpmg#5818#21,1043,MR1,3,R,dpmg,5818,21,3689
1,QW#HG#MR1s1#R#kain#5635#01,2,MR1,1,R,kain,5635,01,2
2,QW#HG#MR1s1#R#mk80#5637#01,3,MR1,1,R,mk80,5637,01,3
3,QW#HG#MR1s1#R#musc#5639#01,4,MR1,1,R,musc,5639,01,4
4,QW#HG#MR1s1#R#cgp5#5667#01,5,MR1,1,R,cgp5,5667,01,5
5,QW#HG#MR1S1#R#flum#5669#01,6,MR1,1,R,flum,5669,01,6
9,QW#HG#MR1s1#R#oxot#5643#01,10,MR1,1,R,oxot,5643,01,10
10,QW#HG#MR1s1#R#damp#5671#01,11,MR1,1,R,damp,5671,01,11
12,QW#HG#MR1s1#R#epib#5657#01,13,MR1,1,R,epib,5657,01,13
13,QW#HG#MR1s1#R#praz#5649#01,14,MR1,1,R,praz,5649,01,14
14,QW#HG#MR1s1#R#uk14#5651#01,15,MR1,1,R,uk14,5651,01,15
21,QW#HG#MR1s1#R#dpat#5645#01,22,MR1,1,R,dpat,5645,01,22
24,QW#HG#MR1s1#R#sr95#5677#01,25,MR1,1,R,sr95,5677,01,25
26,QW#HG#MR1s1#R#sch2#5655#01,27,MR1,1,R,sch2,5655,01,27
28,QW#HG#MR1s1#R#rx82#5653#01,29,MR1,1,R,rx82,5653,01,29
29,QW#HG#MR1s1#R#afdx#5673#01,30,MR1,1,R,afdx,5673,01,30
31,QW#HG#MR1s1#R#dpog#5663#01,32,MR1,1,R,dpog,5663,01,32
33,QW#HG#MR1S1#R#dpmg#5665#01,34,MR1,1,R,dpmg,5665,01,34
35,QW#HG#MR1s1#R#ly34#5675#01,36,MR1,1,R,ly34,5675,01,36
36,QW#HG#MR1s1#R#cpog#5659#01,37,MR1,1,R,cpog,5659,01,37
37,QW#HG#MR1s1#R#cpmg#5661#01,38,MR1,1,R,cpmg,5661,01,38
38,QW#HG#MR1s1#R#keta#5647#01,39,MR1,1,R,keta,5647,01,39
39,QW#HG#MR1S1#R#pire#9510#01,40,MR1,1,R,pire,9510,01,40
41,QW#HG#MR1S1#R#ampa#9380#01,42,MR1,1,R,ampa,9380,01,42
62,QW#HG#MR1s1#R#kain#5635#02,63,MR1,1,R,kain,5635,02,63
63,QW#HG#MR1s1#R#mk80#5637#02,64,MR1,1,R,mk80,5637,02,64
66,QW#HG#MR1s1#R#musc#5639#02,67,MR1,1,R,musc,5639,02,67
68,QW#HG#MR1s1#R#cgp5#5667#02,69,MR1,1,R,cgp5,5667,02,69
69,QW#HG#MR1S1#R#flum#5669#02,70,MR1,1,R,flum,5669,02,70
72,QW#HG#MR1s1#R#oxot#5643#02,73,MR1,1,R,oxot,5643,02,73
73,QW#HG#MR1s1#R#damp#5671#02,74,MR1,1,R,damp,5671,02,74
76,QW#HG#MR1s1#R#epib#5657#02,77,MR1,1,R,epib,5657,02,77
77,QW#HG#MR1s1#R#praz#5649#02,78,MR1,1,R,praz,5649,02,78
79,QW#HG#MR1s1#R#uk14#5651#02,80,MR1,1,R,uk14,5651,02,80
81,QW#HG#MR1s1#R#dpat#5645#02,82,MR1,1,R,dpat,5645,02,82
82,QW#HG#MR1s1#R#sr95#5677#02,83,MR1,1,R,sr95,5677,02,83
84,QW#HG#MR1s1#R#sch2#5655#02,85,MR1,1,R,sch2,5655,02,85
85,QW#HG#MR1s1#R#rx82#5653#02,86,MR1,1,R,rx82,5653,02,86
86,QW#HG#MR1s1#R#afdx#5673#02,87,MR1,1,R,afdx,5673,02,87
87,QW#HG#MR1s1#R#dpog#5663#02,88,MR1,1,R,dpog,5663,02,88
89,QW#HG#MR1S1#R#dpmg#5665#02,90,MR1,1,R,dpmg,5665,02,90
93,QW#HG#MR1s1#R#ly34#5675#02,94,MR1,1,R,ly34,5675,02,94
94,QW#HG#MR1s1#R#cpog#5659#02,95,MR1,1,R,cpog,5659,02,95
95,QW#HG#MR1s1#R#cpmg#5661#02,96,MR1,1,R,cpmg,5661,02,96
97,QW#HG#MR1s1#R#keta#5647#02,98,MR1,1,R,keta,5647,02,98
98,QW#HG#MR1S1#R#pire#9510#02,99,MR1,1,R,pire,9510,02,99
100,QW#HG#MR1S1#R#ampa#9380#02,101,MR1,1,R,ampa,9380,02,101
119,QW#HG#MR1s1#R#kain#5635#03,120,MR1,1,R,kain,5635,03,120
120,QW#HG#MR1s1#R#mk80#5637#03,121,MR1,1,R,mk80,5637,03,121
121,QW#HG#MR1s1#R#musc#5639#03,122,MR1,1,R,musc,5639,03,122
122,QW#HG#MR1s1#R#cgp5#5667#03,123,MR1,1,R,cgp5,5667,03,123
125,QW#HG#MR1S1#R#flum#5669#03,126,MR1,1,R,flum,5669,03,126
128,QW#HG#MR1s1#R#oxot#5643#03,129,MR1,1,R,oxot,5643,03,129
129,QW#HG#MR1s1#R#damp#5671#03,130,MR1,1,R,damp,5671,03,130
133,QW#HG#MR1s1#R#epib#5657#03,134,MR1,1,R,epib,5657,03,134
134,QW#HG#MR1s1#R#praz#5649#03,135,MR1,1,R,praz,5649,03,135
135,QW#HG#MR1s1#R#uk14#5651#03,136,MR1,1,R,uk14,5651,03,136
137,QW#HG#MR1s1#R#dpat#5645#03,138,MR1,1,R,dpat,5645,03,138
138,QW#HG#MR1s1#R#sr95#5677#03,139,MR1,1,R,sr95,5677,03,139
140,QW#HG#MR1s1#R#sch2#5655#03,141,MR1,1,R,sch2,5655,03,141
143,QW#HG#MR1s1#R#rx82#5653#03,144,MR1,1,R,rx82,5653,03,144
144,QW#HG#MR1s1#R#afdx#5673#03,145,MR1,1,R,afdx,5673,03,145
145,QW#HG#MR1s1#R#dpog#5663#03,146,MR1,1,R,dpog,5663,03,146
148,QW#HG#MR1S1#R#dpmg#5665#03,149,MR1,1,R,dpmg,5665,03,149
156,QW#HG#MR1s1#R#ly34#5675#03,157,MR1,1,R,ly34,5675,03,157
165,QW#HG#MR1s1#R#cpog#5659#03,166,MR1,1,R,cpog,5659,03,166
166,QW#HG#MR1s1#R#cpmg#5661#03,167,MR1,1,R,cpmg,5661,03,167
169,QW#HG#MR1s1#R#keta#5647#03,170,MR1,1,R,keta,5647,03,170
170,QW#HG#MR1S1#R#pire#9510#03,171,MR1,1,R,pire,9510,03,171
172,QW#HG#MR1S1#R#ampa#9380#03,173,MR1,1,R,ampa,9380,03,173
201,QW#HG#MR1s1#R#kain#5635#04,202,MR1,1,R,kain,5635,04,202
203,QW#HG#MR1s1#R#mk80#5637#04,204,MR1,1,R,mk80,5637,04,204
205,QW#HG#MR1s1#R#musc#5639#04,206,MR1,1,R,musc,5639,04,206
207,QW#HG#MR1s1#R#cgp5#5667#04,208,MR1,1,R,cgp5,5667,04,208
208,QW#HG#MR1S1#R#flum#5669#04,209,MR1,1,R,flum,5669,04,209
212,QW#HG#MR1s1#R#oxot#5643#04,213,MR1,1,R,oxot,5643,04,213
213,QW#HG#MR1s1#R#damp#5671#04,214,MR1,1,R,damp,5671,04,214
215,QW#HG#MR1s1#R#epib#5657#04,216,MR1,1,R,epib,5657,04,216
216,QW#HG#MR1s1#R#praz#5649#04,217,MR1,1,R,praz,5649,04,217
218,QW#HG#MR1s1#R#uk14#5651#04,219,MR1,1,R,uk14,5651,04,219
222,QW#HG#MR1s1#R#dpat#5645#04,223,MR1,1,R,dpat,5645,04,223
223,QW#HG#MR1s1#R#sr95#5677#04,224,MR1,1,R,sr95,5677,04,224
224,QW#HG#MR1S1#R#flum#5669#05,225,MR1,1,R,flum,5669,05,225
225,QW#HG#MR1s1#R#sch2#5655#04,226,MR1,1,R,sch2,5655,04,226
226,QW#HG#MR1s1#R#rx82#5653#04,227,MR1,1,R,rx82,5653,04,227
227,QW#HG#MR1s1#R#afdx#5673#04,228,MR1,1,R,afdx,5673,04,228
228,QW#HG#MR1s1#R#dpog#5663#04,229,MR1,1,R,dpog,5663,04,229
230,QW#HG#MR1S1#R#dpmg#5665#04,231,MR1,1,R,dpmg,5665,04,231
232,QW#HG#MR1s1#R#ly34#5675#04,233,MR1,1,R,ly34,5675,04,233
233,QW#HG#MR1s1#R#cpog#5659#04,234,MR1,1,R,cpog,5659,04,234
234,QW#HG#MR1s1#R#cpmg#5661#04,235,MR1,1,R,cpmg,5661,04,235
235,QW#HG#MR1s1#R#keta#5647#04,236,MR1,1,R,keta,5647,04,236
236,QW#HG#MR1S1#R#pire#9510#04,237,MR1,1,R,pire,9510,04,237
238,QW#HG#MR1S1#R#ampa#9380#04,239,MR1,1,R,ampa,9380,04,239
248,QW#HG#MR1s1#R#kain#5635#05,249,MR1,1,R,kain,5635,05,249
251,QW#HG#MR1s1#R#mk80#5637#05,252,MR1,1,R,mk80,5637,05,252
252,QW#HG#MR1s1#R#musc#5639#05,253,MR1,1,R,musc,5639,05,253
253,QW#HG#MR1s1#R#cgp5#5667#05,254,MR1,1,R,cgp5,5667,05,254
255,QW#HG#MR1S1#R#flum#5669#05,256,MR1,1,R,flum,5669,05,256
257,QW#HG#MR1s1#R#oxot#5643#05,258,MR1,1,R,oxot,5643,05,258
258,QW#HG#MR1s1#R#damp#5671#05,259,MR1,1,R,damp,5671,05,259
260,QW#HG#MR1s1#R#epib#5657#05,261,MR1,1,R,epib,5657,05,261
261,QW#HG#MR1s1#R#praz#5649#05,262,MR1,1,R,praz,5649,05,262
262,QW#HG#MR1s1#R#uk14#5651#05,263,MR1,1,R,uk14,5651,05,263
264,QW#HG#MR1s1#R#dpat#5645#05,265,MR1,1,R,dpat,5645,05,265
265,QW#HG#MR1s1#R#sr95#5677#05,266,MR1,1,R,sr95,5677,05,266
267,QW#HG#MR1s1#R#sch2#5655#05,268,MR1,1,R,sch2,5655,05,268
268,QW#HG#MR1s1#R#rx82#5653#05,269,MR1,1,R,rx82,5653,05,269
269,QW#HG#MR1s1#R#afdx#5673#05,270,MR1,1,R,afdx,5673,05,270
270,QW#HG#MR1s1#R#dpog#5663#05,271,MR1,1,R,dpog,5663,05,271
272,QW#HG#MR1S1#R#dpmg#5665#05,273,MR1,1,R,dpmg,5665,05,273
274,QW#HG#MR1s1#R#ly34#5675#05,275,MR1,1,R,ly34,5675,05,275
276,QW#HG#MR1s1#R#cpog#5659#05,277,MR1,1,R,cpog,5659,05,277
277,QW#HG#MR1s1#R#cpmg#5661#05,278,MR1,1,R,cpmg,5661,05,278
278,QW#HG#MR1s1#R#keta#5647#05,279,MR1,1,R,keta,5647,05,279
279,QW#HG#MR1S1#R#pire#9510#05,280,MR1,1,R,pire,9510,05,280
281,QW#HG#MR1S1#R#ampa#9380#05,282,MR1,1,R,ampa,9380,05,282
299,QW#HG#MR1s1#R#kain#5635#06,300,MR1,1,R,kain,5635,06,300
300,QW#HG#MR1s1#R#mk80#5637#06,301,MR1,1,R,mk80,5637,06,301
301,QW#HG#MR1s1#R#musc#5639#06,302,MR1,1,R,musc,5639,06,302
