,name,number
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#ly34#7056#14#L.TIF,135.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#flum#7008#13#L.TIF,136.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#cgp5#7016#25#L.TIF,137.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#dpat#6554#06#L.TIF,138.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sch2#6559#21#L.TIF,139.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#afdx#7038#05#L.TIF,140.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#mk80#7031#23#L.TIF,141.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#oxot#7044#04#L.TIF,142.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#uk14#7054#16#L.TIF,143.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#dpmg#7020#08#L.TIF,144.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#oxot#7045#18#L.TIF,145.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#damp#7012#24#L.TIF,146.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sr95#7059#13#L.TIF,147.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sr95#7059#06#L.TIF,148.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sch2#6558#11#L.TIF,149.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#rx82#9458#08#L.TIF,150.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#damp#7011#11#L.TIF,151.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#musc#6404#08#L.TIF,152.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#ly34#7056#03#L.TIF,153.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#oxot#7044#06#L.TIF,154.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#kain#7028#24#L.TIF,155.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#praz#7041#05#L.TIF,156.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#ampa#7023#13#L.TIF,157.0
